Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00  123565/123565      convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}::operator()(Point*, Point*) const [19]
[18]     0.0    0.00    0.00  123565         comparePolar(Point*, Point*, Point&) [18]
                0.00    0.00  494260/574048      Point::getX() const [9]
                0.00    0.00  494260/613850      Point::getY() const [8]
                0.00    0.00  247130/247130      std::atan2(float, float) [15]
-----------------------------------------------
                0.00    0.00  123565/123565      void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[19]     0.0    0.00    0.00  123565         convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}::operator()(Point*, Point*) const [19]
                0.00    0.00  123565/123565      comparePolar(Point*, Point*, Point&) [18]
-----------------------------------------------
                0.00    0.00    9994/120008      std::__cxx11::list<Point*, std::allocator<Point*> >::_M_erase(std::_List_iterator<Point*>) [95]
                0.00    0.00   10000/120008      std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/120008      std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
                0.00    0.00   10006/120008      std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_clear() [100]
                0.00    0.00   39992/120008      std::__cxx11::list<Point*, std::allocator<Point*> >::swap(std::__cxx11::list<Point*, std::allocator<Point*> >&) [55]
                0.00    0.00   40016/120008      std::__cxx11::list<Point*, std::allocator<Point*> >::_M_check_equal_allocators(std::__cxx11::list<Point*, std::allocator<Point*> >&) [35]
[20]     0.0    0.00    0.00  120008         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_Node_allocator() [20]
-----------------------------------------------
                0.00    0.00       1/89828       main [6]
                0.00    0.00       2/89828       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00       6/89828       polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   10000/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::push_back(Point* const&) [91]
                0.00    0.00   10000/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::push_back(Point*&&) [90]
                0.00    0.00   10008/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::_Finalize_merge::~_Finalize_merge() [71]
                0.00    0.00   19897/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::rbegin() [63]
                0.00    0.00   19898/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::back() [58]
                0.00    0.00   20016/89828       void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[21]     0.0    0.00    0.00   89828         std::__cxx11::list<Point*, std::allocator<Point*> >::end() [21]
                0.00    0.00   89828/169843      std::_List_iterator<Point*>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00   10000/73116       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
                0.00    0.00   63116/73116       void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[22]     0.0    0.00    0.00   73116         std::__cxx11::list<Point*, std::allocator<Point*> >::_M_transfer(std::_List_iterator<Point*>, std::_List_iterator<Point*>, std::_List_iterator<Point*>) [22]
-----------------------------------------------
                0.00    0.00   10008/69996       std::__cxx11::list<Point*, std::allocator<Point*> >::_Finalize_merge::~_Finalize_merge() [71]
                0.00    0.00   19996/69996       std::__cxx11::list<Point*, std::allocator<Point*> >::_M_node_count() const [53]
                0.00    0.00   39992/69996       std::__cxx11::list<Point*, std::allocator<Point*> >::swap(std::__cxx11::list<Point*, std::allocator<Point*> >&) [55]
[23]     0.0    0.00    0.00   69996         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_size() const [23]
-----------------------------------------------
                0.00    0.00   19897/59692       std::reverse_iterator<std::_List_iterator<Point*> >::operator*() const [59]
                0.00    0.00   19897/59692       std::reverse_iterator<std::_List_iterator<Point*> >::operator++() [62]
                0.00    0.00   19898/59692       std::__cxx11::list<Point*, std::allocator<Point*> >::back() [58]
[24]     0.0    0.00    0.00   59692         std::_List_iterator<Point*>::operator--() [24]
-----------------------------------------------
                0.00    0.00   10000/50016       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
                0.00    0.00   20000/50016       void std::__cxx11::list<Point*, std::allocator<Point*> >::sort<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [122]
                0.00    0.00   20016/50016       long std::__distance<Point*>(std::_List_iterator<Point*>, std::_List_iterator<Point*>, std::input_iterator_tag) [74]
[25]     0.0    0.00    0.00   50016         std::_List_const_iterator<Point*>::_List_const_iterator(std::_List_iterator<Point*> const&) [25]
-----------------------------------------------
                0.00    0.00   10008/50000       std::__cxx11::list<Point*, std::allocator<Point*> >::_Finalize_merge::~_Finalize_merge() [71]
                0.00    0.00   39992/50000       std::__cxx11::list<Point*, std::allocator<Point*> >::swap(std::__cxx11::list<Point*, std::allocator<Point*> >&) [55]
[26]     0.0    0.00    0.00   50000         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_set_size(unsigned long) [26]
-----------------------------------------------
                0.00    0.00       1/40021       polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00       1/40021       main [6]
                0.00    0.00       1/40021       std::__cxx11::list<Point*, std::allocator<Point*> >::front() [123]
                0.00    0.00       2/40021       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
                0.00    0.00   20000/40021       void std::__cxx11::list<Point*, std::allocator<Point*> >::sort<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [122]
                0.00    0.00   20016/40021       void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[27]     0.0    0.00    0.00   40021         std::__cxx11::list<Point*, std::allocator<Point*> >::begin() [27]
                0.00    0.00   40021/169843      std::_List_iterator<Point*>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00   10000/40008       void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point* const&>(std::_List_iterator<Point*>, Point* const&) [88]
                0.00    0.00   10000/40008       void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point*>(std::_List_iterator<Point*>, Point*&&) [89]
                0.00    0.00   10000/40008       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
                0.00    0.00   10008/40008       std::__cxx11::list<Point*, std::allocator<Point*> >::_Finalize_merge::~_Finalize_merge() [71]
[28]     0.0    0.00    0.00   40008         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_inc_size(unsigned long) [28]
-----------------------------------------------
                0.00    0.00   10000/40000       void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point*>(std::_List_iterator<Point*>, Point*&&) [89]
                0.00    0.00   10000/40000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
                0.00    0.00   10000/40000       void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::construct<Point*, Point*>(std::allocator<std::_List_node<Point*> >&, Point**, Point*&&) [83]
                0.00    0.00   10000/40000       void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point*>(Point**, Point*&&) [81]
[29]     0.0    0.00    0.00   40000         Point*&& std::forward<Point*>(std::remove_reference<Point*>::type&) [29]
-----------------------------------------------
                0.00    0.00   10000/40000       void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point* const&>(std::_List_iterator<Point*>, Point* const&) [88]
                0.00    0.00   10000/40000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/40000       void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::construct<Point*, Point* const&>(std::allocator<std::_List_node<Point*> >&, Point**, Point* const&) [82]
                0.00    0.00   10000/40000       void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point* const&>(Point**, Point* const&) [80]
[30]     0.0    0.00    0.00   40000         Point* const& std::forward<Point* const&>(std::remove_reference<Point* const&>::type&) [30]
-----------------------------------------------
                0.00    0.00   10008/30008       long std::__distance<Point*>(std::_List_const_iterator<Point*>, std::_List_const_iterator<Point*>, std::input_iterator_tag) [75]
                0.00    0.00   20000/30008       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
[31]     0.0    0.00    0.00   30008         std::operator==(std::_List_const_iterator<Point*> const&, std::_List_const_iterator<Point*> const&) [31]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
[32]     0.0    0.00    0.00   30000         std::_List_const_iterator<Point*>::_M_const_cast() const [32]
                0.00    0.00   30000/169843      std::_List_iterator<Point*>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00   29981/29981       void std::__cxx11::list<Point*, std::allocator<Point*> >::sort<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [122]
[33]     0.0    0.00    0.00   29981         std::__cxx11::list<Point*, std::allocator<Point*> >::empty() const [33]
-----------------------------------------------
                0.00    0.00   20008/20008       std::__cxx11::list<Point*, std::allocator<Point*> >::_M_check_equal_allocators(std::__cxx11::list<Point*, std::allocator<Point*> >&) [35]
[34]     0.0    0.00    0.00   20008         std::__alloc_neq<std::allocator<std::_List_node<Point*> >, true>::_S_do_it(std::allocator<std::_List_node<Point*> > const&, std::allocator<std::_List_node<Point*> > const&) [34]
-----------------------------------------------
                0.00    0.00   10000/20008       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
                0.00    0.00   10008/20008       void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[35]     0.0    0.00    0.00   20008         std::__cxx11::list<Point*, std::allocator<Point*> >::_M_check_equal_allocators(std::__cxx11::list<Point*, std::allocator<Point*> >&) [35]
                0.00    0.00   40016/120008      std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_Node_allocator() [20]
                0.00    0.00   20008/20008       std::__alloc_neq<std::allocator<std::_List_node<Point*> >, true>::_S_do_it(std::allocator<std::_List_node<Point*> > const&, std::allocator<std::_List_node<Point*> > const&) [34]
-----------------------------------------------
                0.00    0.00   10000/20008       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
                0.00    0.00   10008/20008       void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [72]
[36]     0.0    0.00    0.00   20008         std::__cxx11::list<Point*, std::allocator<Point*> >* std::__addressof<std::__cxx11::list<Point*, std::allocator<Point*> > >(std::__cxx11::list<Point*, std::allocator<Point*> >&) [36]
-----------------------------------------------
                0.00    0.00   10000/20008       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&, std::_List_const_iterator<Point*>) [87]
                0.00    0.00   10008/20008       void std::__cxx11::list<Point*, std::allocator<Point*> >::merge<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(std::__cxx11::list<Point*, std::allocator<Point*> >&, convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [73]
[37]     0.0    0.00    0.00   20008         std::remove_reference<std::__cxx11::list<Point*, std::allocator<Point*> >&>::type&& std::move<std::__cxx11::list<Point*, std::allocator<Point*> >&>(std::__cxx11::list<Point*, std::allocator<Point*> >&) [37]
-----------------------------------------------
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<Point*> > >::deallocate(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*, unsigned long) [45]
[38]     0.0    0.00    0.00   20000         __gnu_cxx::new_allocator<std::_List_node<Point*> >::deallocate(std::_List_node<Point*>*, unsigned long) [38]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::destroy<Point*>(std::allocator<std::_List_node<Point*> >&, Point**) [46]
[39]     0.0    0.00    0.00   20000         void __gnu_cxx::new_allocator<std::_List_node<Point*> >::destroy<Point*>(Point**) [39]
-----------------------------------------------
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<Point*> > >::allocate(std::allocator<std::_List_node<Point*> >&, unsigned long) [47]
[40]     0.0    0.00    0.00   20000         __gnu_cxx::new_allocator<std::_List_node<Point*> >::allocate(unsigned long, void const*) [40]
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<Point*> >::_M_max_size() const [41]
-----------------------------------------------
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<Point*> >::allocate(unsigned long, void const*) [40]
[41]     0.0    0.00    0.00   20000         __gnu_cxx::new_allocator<std::_List_node<Point*> >::_M_max_size() const [41]
-----------------------------------------------
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
[42]     0.0    0.00    0.00   20000         std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::__allocated_ptr(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*) [42]
                0.00    0.00   20000/20000       std::allocator<std::_List_node<Point*> >* std::__addressof<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&) [50]
-----------------------------------------------
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
[43]     0.0    0.00    0.00   20000         std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::~__allocated_ptr() [43]
-----------------------------------------------
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
[44]     0.0    0.00    0.00   20000         std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::operator=(decltype(nullptr)) [44]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_put_node(std::_List_node<Point*>*) [49]
[45]     0.0    0.00    0.00   20000         std::allocator_traits<std::allocator<std::_List_node<Point*> > >::deallocate(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*, unsigned long) [45]
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<Point*> >::deallocate(std::_List_node<Point*>*, unsigned long) [38]
-----------------------------------------------
                0.00    0.00    9994/20000       std::__cxx11::list<Point*, std::allocator<Point*> >::_M_erase(std::_List_iterator<Point*>) [95]
                0.00    0.00   10006/20000       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_clear() [100]
[46]     0.0    0.00    0.00   20000         void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::destroy<Point*>(std::allocator<std::_List_node<Point*> >&, Point**) [46]
                0.00    0.00   20000/20000       void __gnu_cxx::new_allocator<std::_List_node<Point*> >::destroy<Point*>(Point**) [39]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_node() [48]
[47]     0.0    0.00    0.00   20000         std::allocator_traits<std::allocator<std::_List_node<Point*> > >::allocate(std::allocator<std::_List_node<Point*> >&, unsigned long) [47]
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<Point*> >::allocate(unsigned long, void const*) [40]
-----------------------------------------------
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point* const&>(Point* const&) [84]
                0.00    0.00   10000/20000       std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&) [85]
[48]     0.0    0.00    0.00   20000         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_node() [48]
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<Point*> > >::allocate(std::allocator<std::_List_node<Point*> >&, unsigned long) [47]
-----------------------------------------------
                0.00    0.00    9994/20000       std::__cxx11::list<Point*, std::allocator<Point*> >::_M_erase(std::_List_iterator<Point*>) [95]
                0.00    0.00   10006/20000       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_clear() [100]
[49]     0.0    0.00    0.00   20000         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_put_node(std::_List_node<Point*>*) [49]
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<Point*> > >::deallocate(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*, unsigned long) [45]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::__allocated_ptr(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*) [42]
[50]     0.0    0.00    0.00   20000         std::allocator<std::_List_node<Point*> >* std::__addressof<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&) [50]
-----------------------------------------------
                0.00    0.00   10000/20000       void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point* const&>(Point**, Point* const&) [80]
                0.00    0.00   10000/20000       void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point*>(Point**, Point*&&) [81]
[51]     0.0    0.00    0.00   20000         operator new(unsigned long, void*) [51]
-----------------------------------------------
                0.00    0.00   19996/19996       std::__cxx11::list<Point*, std::allocator<Point*> >::swap(std::__cxx11::list<Point*, std::allocator<Point*> >&) [55]
[52]     0.0    0.00    0.00   19996         __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<Point*> >, std::_List_node<Point*> >::_S_on_swap(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&) [52]
                0.00    0.00   19996/19996       void std::__alloc_on_swap<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&) [56]
-----------------------------------------------
                0.00    0.00   19996/19996       std::__cxx11::list<Point*, std::allocator<Point*> >::size() const [54]
[53]     0.0    0.00    0.00   19996         std::__cxx11::list<Point*, std::allocator<Point*> >::_M_node_count() const [53]
                0.00    0.00   19996/69996       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_size() const [23]
-----------------------------------------------
                0.00    0.00       1/19996       polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   19995/19996       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
[54]     0.0    0.00    0.00   19996         std::__cxx11::list<Point*, std::allocator<Point*> >::size() const [54]
                0.00    0.00   19996/19996       std::__cxx11::list<Point*, std::allocator<Point*> >::_M_node_count() const [53]
-----------------------------------------------
                0.00    0.00   19996/19996       void std::__cxx11::list<Point*, std::allocator<Point*> >::sort<convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [122]
[55]     0.0    0.00    0.00   19996         std::__cxx11::list<Point*, std::allocator<Point*> >::swap(std::__cxx11::list<Point*, std::allocator<Point*> >&) [55]
                0.00    0.00   39992/69996       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_size() const [23]
                0.00    0.00   39992/50000       std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_set_size(unsigned long) [26]
                0.00    0.00   39992/120008      std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_Node_allocator() [20]
                0.00    0.00   19996/19996       __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<Point*> >, std::_List_node<Point*> >::_S_on_swap(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&) [52]
-----------------------------------------------
                0.00    0.00   19996/19996       __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<Point*> >, std::_List_node<Point*> >::_S_on_swap(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&) [52]
[56]     0.0    0.00    0.00   19996         void std::__alloc_on_swap<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&, std::allocator<std::_List_node<Point*> >&) [56]
-----------------------------------------------
                0.00    0.00    9994/19994       std::__cxx11::list<Point*, std::allocator<Point*> >::_M_erase(std::_List_iterator<Point*>) [95]
                0.00    0.00   10000/19994       std::__cxx11::list<Point*, std::allocator<Point*> >::splice(std::_List_const_iterator<Point*>, std::__cxx11::list<Point*, std::allocator<Point*> >&&, std::_List_const_iterator<Point*>) [86]
[57]     0.0    0.00    0.00   19994         std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_dec_size(unsigned long) [57]
-----------------------------------------------
                0.00    0.00       1/19898       polygonArea(std::__cxx11::list<Point*, std::allocator<Point*> >&) [113]
                0.00    0.00   19897/19898       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
[58]     0.0    0.00    0.00   19898         std::__cxx11::list<Point*, std::allocator<Point*> >::back() [58]
                0.00    0.00   19898/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::end() [21]
                0.00    0.00   19898/59692       std::_List_iterator<Point*>::operator--() [24]
                0.00    0.00   19898/326935      std::_List_iterator<Point*>::operator*() const [13]
-----------------------------------------------
                0.00    0.00   19897/19897       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
[59]     0.0    0.00    0.00   19897         std::reverse_iterator<std::_List_iterator<Point*> >::operator*() const [59]
                0.00    0.00   19897/59692       std::_List_iterator<Point*>::operator--() [24]
                0.00    0.00   19897/326935      std::_List_iterator<Point*>::operator*() const [13]
-----------------------------------------------
                0.00    0.00   19897/19897       std::reverse_iterator<std::_List_iterator<Point*> > std::next<std::reverse_iterator<std::_List_iterator<Point*> > >(std::reverse_iterator<std::_List_iterator<Point*> >, std::iterator_traits<std::reverse_iterator<std::_List_iterator<Point*> > >::difference_type) [65]
[60]     0.0    0.00    0.00   19897         std::reverse_iterator<std::_List_iterator<Point*> >::reverse_iterator(std::reverse_iterator<std::_List_iterator<Point*> > const&) [60]
-----------------------------------------------
                0.00    0.00   19897/19897       std::__cxx11::list<Point*, std::allocator<Point*> >::rbegin() [63]
[61]     0.0    0.00    0.00   19897         std::reverse_iterator<std::_List_iterator<Point*> >::reverse_iterator(std::_List_iterator<Point*>) [61]
-----------------------------------------------
                0.00    0.00   19897/19897       void std::__advance<std::reverse_iterator<std::_List_iterator<Point*> >, long>(std::reverse_iterator<std::_List_iterator<Point*> >&, long, std::bidirectional_iterator_tag) [67]
[62]     0.0    0.00    0.00   19897         std::reverse_iterator<std::_List_iterator<Point*> >::operator++() [62]
                0.00    0.00   19897/59692       std::_List_iterator<Point*>::operator--() [24]
-----------------------------------------------
                0.00    0.00   19897/19897       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
[63]     0.0    0.00    0.00   19897         std::__cxx11::list<Point*, std::allocator<Point*> >::rbegin() [63]
                0.00    0.00   19897/89828       std::__cxx11::list<Point*, std::allocator<Point*> >::end() [21]
                0.00    0.00   19897/19897       std::reverse_iterator<std::_List_iterator<Point*> >::reverse_iterator(std::_List_iterator<Point*>) [61]
-----------------------------------------------
                0.00    0.00   19897/19897       void std::advance<std::reverse_iterator<std::_List_iterator<Point*> >, long>(std::reverse_iterator<std::_List_iterator<Point*> >&, long) [66]
[64]     0.0    0.00    0.00   19897         std::iterator_traits<std::reverse_iterator<std::_List_iterator<Point*> > >::iterator_category std::__iterator_category<std::reverse_iterator<std::_List_iterator<Point*> > >(std::reverse_iterator<std::_List_iterator<Point*> > const&) [64]
-----------------------------------------------
                0.00    0.00   19897/19897       convexHull(std::__cxx11::list<Point*, std::allocator<Point*> >&) [112]
[65]     0.0    0.00    0.00   19897         std::reverse_iterator<std::_List_iterator<Point*> > std::next<std::reverse_iterator<std::_List_iterator<Point*> > >(std::reverse_iterator<std::_List_iterator<Point*> >, std::iterator_traits<std::reverse_iterator<std::_List_iterator<Point*> > >::difference_type) [65]
                0.00    0.00   19897/19897       void std::advance<std::reverse_iterator<std::_List_iterator<Point*> >, long>(std::reverse_iterator<std::_List_iterator<Point*> >&, long) [66]
                0.00    0.00   19897/19897       std::reverse_iterator<std::_List_iterator<Point*> >::reverse_iterator(std::reverse_iterator<std::_List_iterator<Point*> > const&) [60]
-----------------------------------------------
